Rest. Name,review
Bebs Kitchen,"Went to pick up takeaway with my friends and discovered a new local. Deliciously fresh food, complimentary rose tea whilst we waited, and wonderful service.
"
Bebs Kitchen,"The food is great and the menu interesting. The owners are very kind too. A brilliant addition to the area.
"
Bebs Kitchen,"I popped into Beb's kitchen when I was staying in Brixton. I eat a lot of curry and I have to say that the flavours were really good and the food was delicious. The staff were friendly and helpful.
"
Bebs Kitchen,"Beb's kitchen is my local Indian and I've been there a few times. They have loads of vegetarian options, old classics and new things to try. Delicious! The family are so friendly and make you feel at home.
"
Bebs Kitchen,"Friendly staff and delicious food. It is a BYOB restaurant and takeaway. I've lived in Brixton for a few years now and I'm happy to say this is my new favourite takeaway.
"
Bebs Kitchen,"Checked out beb's tonight after reading the great reviews and weren't disappointed, great food and lovely people!
"
Bebs Kitchen,"My daughter and I were visiting London and we heard about this place and decided we had to try it. We were not disappointed... Great food! Friendly people! We'll recommend Bebs Kitchen to all our friends visiting London and will definitely go back next time...
"
Bebs Kitchen,"Got an excellent takeaway from Beb's kitchen. We are both a bit fussy about curry liking them not too greasy and this didn't disappoint. 

All the dishes were beautifully spiced and very flavoursome - it really felt like a lot of love had gone into...
"
Bebs Kitchen,"The food was amazing and the hosts provided such a great atmosphere and friendly! Would highly recommend
"
Bebs Kitchen,"The delicious food was only topped by the lovely owners who delivered such a great night of entertainment. Cannot recommend enough!
"
Bebs Kitchen,"Fantastic food and amazing service. The staff were so kind and friendly and accommodating for all of us
"
Bebs Kitchen,"I came here with 16 friends and they played kareoke and we’re SO FRIENDLY!! Food was amazing and I he hospitality was 100/10. Coming back next weekend. Big thanks to bebs and Fernada xxxxx
"
Bebs Kitchen,"I came here with a large group of friends at the weekend and it was great! Food was delicious, loved the music and the owners are lovely - will be coming back :)
"
Bebs Kitchen,"This was my 4th visit. The food here is delicious. Everything I ordered was delicious every time without fail. Try their Biryani and cafreal you won’t regret your choice. It’s the best in the whole of UK in my opinion.  Can’t get enough of this...
"
Bebs Kitchen,"My friend and I honestly had the best time in this Indian. The food was absolutely incredible (the best I have ever eaten in London) - it was so authentic and full of flavour! 

However what made this experience so amazing was the incredible owners....
"
Bebs Kitchen,"I’m Indian. This is the best Indian food I’ve had in London. Staff were extremely friendly. Totally unpretentious restaurant where the focus is on the food. A hidden gem and our new local. 

Aloo Gobi and the onion rice were especially good. 

Staff told us...
"
Bebs Kitchen,"Oh wow what a fantastic restaurant! I can only echo the positive comments made by previous reviewers. Being from Birmingham we set the bar exceptionally high as far as Indian food is concerned - well let me tell you this is up there with the...
"
Bebs Kitchen,"Last week my friends and I decided to eat at Bebs restaurant and were completely overwhelmed by the fantastic service and delicious food. The owners were welcoming and friendly making you feel at home in their restaurant. We ordered a selection of dishes and not...
"
Bebs Kitchen,"As promised we made a return visit to Bebs Kitchen last month. Have to report it was just as good as the first visit.  We started with the Homemade lamb samosas,  shared a couple of curries between us and again has the Kashmiri rice. Everything...
"
Bebs Kitchen,"I went here for the first time with friends the other night and WOW what an experience. The food was lovely, affordable and authentic. I was able to bring my own booze. The couple running the restaurant could not have been more welcoming, positive and...
"
Bebs Kitchen,"What a delightful couple Mario and Fernanda, the owners. Great ambience, filled with their vibrant smiles & warmth, great food -filled with their love and great pricing -to suit your pocket! Don't miss Mario with his guitar, serenading you as you dig into the awesomeness...
"
Bebs Kitchen,"Excellent little restaurant that serves fantastic curries for a very reasonable price. The owners are lovely and wonderfully friendly and went out of their way to accommodate our group all evening, as well as providing musical entertainment, which we weren't expecting at all!

Would highly...
"
Bebs Kitchen,"Excellent eating experience. Delicious and superb food with very nice staff service. Staff is very very friendly, always ready to help, extremely clean restaurant. The best Indian restaurant we've ever been. If you wish to taste a delicious food with a nice staff so BEBS...
"
Bebs Kitchen,"We had an amazing evening for my birthday. I had requested we had all vegetarian food and the food was delicious. We had so many curries and everyone had an excellent time. The owners are so lovely. I would definitely recommend celebrating or eating here.
"
Bebs Kitchen,"Bebs is run by the nicest friendliest guys. The food is great and ridiculously good value. But the nest part is how it transforms into a music venue and allows guests to belt our some classics. Perfect place for a meal and night out with...
"
Bebs Kitchen,"You MUST come here !!! 
Amazing food, amazing company - we came as a house and did not expect such a wonderful experiences. There was live music from the owners themselves, it felt like going for dinner with old friends. Can’t speak highly enough!
"
Bebs Kitchen,"Highly recommend Bebs kitchen for an authentic Indian curry. The food is amazing, such great value and so tasty. I have visited many times and always have such a great time. You feel at home in the restaurant as the owners are so lovely and...
"
Bebs Kitchen,"You just can't go wrong. This place is a wonderful establishment that I will be sure to return to. The staff were incredibly kind and attentive and the food was DELICIOUS. Much better than I had anticipated. 

We had great fun and interacted with the...
"
Scarlett Green,"Came here for two of my friends birthdays. Had such an amazing burger and the drinks were fantastic. On top of all of that the service was top notch - their social distancing measures also were implanted well so I felt comfortable the entire time....
"
Scarlett Green,"Visited this incredible little place on 14th August with my boyfriend. I had been wanting to try one of there locations for a little while and thought why not try the Scarlett Nights Menu at Scarlett Green location.

We was not disappointed at all and...
"
Scarlett Green,"We really enjoyed this restaurant. The prices are very reasonable, the atmosphere is spot on and the service was very good.

The food menu is limited, but is considered and deliberate - covering most tastes.

Would definitely visit again and would probably try and get...
"
Scarlett Green,"Hello,

Thank. you for. your kind comments and we are so. happy. you enjoyed it. your. brunch at Scarlett Green.
Many Thanks, 

Stephane,
Customer Success Manager,
Scarlett  Green restaurant,
London, UK
"
Scarlett Green,"A fantastic place to go on any occasion, especially with friends and family. The aesthetic was artsy and lively. The decor was mesmerising and beautiful. The food was delicious and diverse with an beautiful platter that’s taste was as good as the looks. Spectacular service...
"
Scarlett Green,"Scarlett Green lived up to its reputation: amazing food and service—special shout out to Stephane. We appreciated the travel tips and conversation. 

We sampled the blueberry pancakes, fresh squeezed oj, sweet corn fritters, and the dirty daisy dish. All were uniquely flavored and delicious. Very...
"
Scarlett Green,"Hello,
Thank you for you uplifting  review, full of energy and positivity. Thank you

Stephane,
Customer Success Manager,
Scarlett Green Restaurant
London, UK
"
Scarlett Green,"I saw this place had high reviews on TA and booked. I had recently visited Australia and was excited to visit this place. 

Club type feeling of a weekend and the place felt more suitable for drinks than as a place that served restaurant type...
"
Scarlett Green,"Dear Marie, 

Thank you for visiting Scarlett Green. We are very sorry for the negative experience you encountered.

 Your visit was on the weekend. This period, Fridays, Saturdays and Sundays are the busiest days of trading for us. We are working very hard to deliver...
"
Scarlett Green,"Me and the wife are in the big smoke for a few days and like to try new places so thought to check out trip advisor for some ideas.

Number 1 on the list was the Scarlett Green so thought we’d check it out. Decor...
"
Scarlett Green,"Visited with three friends last night to celebrate mine & another friends birthday! Wasn’t sure what to expect, but was very pleased with the service. Both the vegan and meat platters looked, smelled and tasted incredible. The pornstar martinis were lush, and a female waitress...
"
Scarlett Green,"We visited here as a large group (12) on two different tables. From the moment we arrived all of the staff were incredibly kind, caring, professional and knowledgeable. It was my friends 25th birthday and they really went above and beyond. 

All of the staff...
"
Scarlett Green,"Stephan was amazing!! The food was so good, we didn’t feel rushed at all like at some competitors. The vibe was great for a Friday lunchtime and never waited long to be served... being given a bottle at a time rather than a glass was...
"
Scarlett Green,"I have found Scarlett Green when was searching for a nice Birthday brunch place and it has exceeded my expectations! 
Great decor, attentive and very nice staff. 
I  didn’t book the table but have mentioned to a waiter it was my Big “0” birthday and...
"
Scarlett Green,"We were in the area, going to a well known breakfast place (we had been to before) - however the queue was too big.  We saw Scarlett Green and went in.  Omg were we blown away.  Lots of choice for breakfast, I went for the...
"
Scarlett Green,"Alice was a star, the rest of the staff weren’t welcoming and rude. It was very strict with the bottomless brunch drinks, couldn’t poor it yourself. Felt on edge the whole evening. When we wanted to pay, they added 30% service charge for a poor...
"
Scarlett Green,"We came herw for bottomless brunch expecting it to be a cheap deal as per usual. HOWEVER the food was lobeky and served so beautifully. It was very tasty and to be honest my only criticism would be that the food came too quickly considering...
"
Scarlett Green,"Perfect location for meeting with friends/family to enjoy food in a friendly and relaxing environment, but also a bit of fun. Alexandra was a friendly face throughout what can only be described as a wonderful experience of food, drinks and friends. The food was excellent...
"
Scarlett Green,"Such an amazing night for all the right reasons!! 

8 of us went out to celebrate a big birthday.  We were all super excited at the prospect of enormous sharing platters, Pornstar Martinis on tap and bottomless Prosecco.  

Then disaster struck when I placed my...
"
Scarlett Green,"Amazing food and service. Scarlett really know what they are doing with food and drink! 
Amazing service, food was to such a high standard, staff know when to provide another bottle of Prosecco and are very attentive. We had a Stephan as a waiter who...
"
Scarlett Green,"Me and two friends came here for a boozy brunch to celebrate completing our uni exams. Paulina was our waitress and throughout our meal she went out her way to make sure we were having a lovely time. She was really attentive, took an interest...
"
Scarlett Green,"I had been working in London and playing hide and seek from the showers beneath the canopies walking back from Trafalgar Square.

Wanting a little retail therapy I decided to walk up to Oxford Street. Feeling peckish I turned down Wardour Street as I knew...
"
Scarlett Green,"Had a great meal here tonight, shared the Aussie meat board which was amazing (though very filling). The steak had a great charcoal flavour and the ribs were delicious.

Our waitress, Alice, was really friendly and we enjoyed chatting to her at the end of...
"
Scarlett Green,"Wow!! Can’t recommend enough. The food was delicious, drinks were flowing and we were waited on hand and foot by our lovely waiter Stephan. Best experience I’ve had at bruch, can’t wait to return soon.
"
Scarlett Green,"Stephane was a great guy. We weren’t told that we had a time limit on our table for bottomless brunch but they accommodated 7 of us and gave us a positive experience for a friends birthday.

The food was so so fab but two courses...
"
Scarlett Green,"Amazing place, amazing food, amazing service. Stephane made us feel so incredibly welcome and was so knowledgeable with food choices. He gave excellent recommendations and his service was impeccable. The food was to die for, so so tasty and great portions. I 100% recommend this...
"
Scarlett Green,"This place is amazing! The atmosphere and food is perfect. They serve brunch also on weekdays - our favourite were the pancakes 😍. A good place to go for family gatherings or with friends. Friendly people and service. Definitely a place to go 👍
"
Scarlett Green,"We had breakfast at Scarlett Green while staying in a local hotel on the recommendation of the hotel staff and it didn't disappoint - the food was excellent and our waitress, Alice, was really friendly and helpful. There's a good range of options on the...
"
Scarlett Green,"Fancy bacon and pancake was excellent. The pancake could do with more toppings as its 3 layers and very thick. But still very very tasty and worked well with the bacon. 
Service was a bit slow and could do with one more person.
"
Scarlett Green,"Booked this for our friends 40th birthday.  Just three of us.  Arrived 15 mins earlier and we were seated straight away.  We opted for the bottomless brunch, we were never without a bottle of processco on our table! Food was absolutely amazing.  We had a...
"
Scarlett Green,"The ""bacon roll"" was a unique interpretation but really, really good food. We did the bottomless brunch and it was very well paced - the staff were encouraging us to drink more but they weren't too pushy. I was impressed and would strongly recommend!
"
Scarlett Green,"I’d like to know on what basis this is rated best brunch in the world and 3rd restaurant in London! I’ll start with the positive, the atmosphere is pretty cool, THAT’S IT! We came on Easter Sunday so maybe the staff wasn’t the usual one....
"
Scarlett Green,"Dear Marie,

Thank you for your feedback.

I was sorry about your disappointing experience at Scarlett Green yesterday.

Being the third restaurant in London and number 1 brunch hasn't happened overnight.
 Since 2020, we have been working flat out every day to make your guests...
"
Scarlett Green,"We have been visiting the Scarlett Green for a Sunday brunch nd we have been stunned from a great service and food received.
Very nice and cosy place, food is amazing and quite good variety and combinations. 
Many thanks to Pauline and all the staff....
"
Scarlett Green,"Visited Scarlett Green this. morning for the fist time.

We are a family of four and it's a dull New Years Eve Morning but was introduced to Stefan who made our day. He's such a happy guy and by the time we left he put...
"
Scarlett Green,"Whilst the food and waitressing was amazing, our entire meal was ruined by a host that was rude to both us and our neighbour. The neighbouring group hadn’t booked but was told to leave mid meal, one member of the party was actively eating and...
"
Scarlett Green,"Dear Lauren,

Thank you for your feedback and your visit to Scarlett Green last Sunday. We are sorry to hear about the negative experience you encountered
.
Weekends are extremely busy at Scarlett  Green because our bottomless package attracts many fans. As a result, we...
"
Scarlett Green,"Delicious food, great range. Free flowing Prosecco. Very well looked after by Irene and Stephane! Generous deal too - the bottomless bunch includes a savoury and sweet dish as well as the crucial booze!
"
Scarlett Green,"Booked into Scarlett Green for my partner's birthday on a weekend trip to London, it was the highest reviewed restaurant in the area so thought I'd try it. Biggest compliment I can pay it is that after the meal when I told her some of...
"
Scarlett Green,"We visited Scarlett Green for bottomless brunch for our friend's birthday. The food was absolutely amazing and our server Alice was extremely attentive and accommodating. She made sure we always had a bottle of prosecco on the table. We've been here for a few birthdays...
"
Scarlett Green,"So rarely do you get the personal touch in Soho. The manager greeted us on arrival and was personally attentive throughout our whole meal. We had gone for bottomless brunch which isn't available weekdays at many other restaurants, we had sweetcorn fritters and ndjua which...
"
Scarlett Green,"This is the best brunch spot that I’ve ever tried! 
Many vegan options which is awesome! Great for children too.
I had the avocado toast and the coconut yoghurt bowl. 
So good! 
The staff were all very nice and really made sure that you were...
"
Scarlett Green,"At first glance we thought the menu was slightly pricey for breakfast items but the portion sizes are really generous and the food is obviously high quality. It is well worth every penny.

I had the fancy bacon roll and it was amazing, incredibly flavoursome...
"
Scarlett Green,"Visited Scarlett Green for a delicious bottomless brunch with free flowing Prosecco throughout our allocated time. 5 star service from the friendly staff, especially the manager who made sure we had all we needed and was very attentive. Very much looking forward to visiting again...
"
Scarlett Green,"I have been to Scarlett Green multiple times and they manage to succeed my expectations each time. My friend and I visited today and the food was simply amazing. The atmosphere was lovely and the service was superb. We even got free lamington cakes because...
"
Scarlett Green,"Amazing vibe, amazing food, the service was 10 out of 10. Stephan made us feel like home and the food came super quickly and was absolutely delicious. Perfect place for brunch with you friends, family or even colleagues in both week days and the weekend....
"
Scarlett Green,"Me and my friend had been looking for a while to try and find somewhere that did bottomless brunch in the week as we were both on holiday and fancied a treat. After some searching we came across Scarlet Green which looked nice enough.

Upon...
"
Scarlett Green,"Stefan looked after us so well and made us feel like locals, food was perfect and looked so beautiful and presented great. Red shashouka was so tasty and everything we had was yummy. He gave my daughter a free mars cheesecake which was free and...
"
Scarlett Green,"Hello Nick.
I'm happy about your visit to Scarlett.
I wanted to make your daughter a magical moment with us, and I'm glad I achieved just that.

Stephane
Customer Success Manager,
Scarlett Green restaurant
London, UK
"
Scarlett Green,"Delicious brunch and outstanding service by Stephan, we had a lovely time today at Scarlet Green. The place was baby friendly and staff couldn’t be more accommodating of our little one. The food was super delicious, we’ve been served by Stephan who was so warm...
"
Scarlett Green,"The meat here was fantastic and was pleasantly surprised, especially the sausages. We ordered the sharring meat platter which is a bit pricey but you get a good amount of food. As always, service charge is added.

I wouldn't recommend the Korean Hot Potato as...
"
Scarlett Green,"Had a delicious bottomless dinner here recently and I have to say the meat platter was really good! The only downfall with the food was the dessert which was different to what was advertised on the website. The vegan option of bbq pineapple was horrrendous...
"
Scarlett Green,"This was my fourth time going back when in central because not only is the food delicious but there's a great weekend atmosphere for brunch, even post Covid.

I have also enjoyed lunch meetings here during the week and the food is still super fresh...
"
Scarlett Green,"I went for the bottomless brunch for my friends birthday. Not only was the food absolutely incredible (you have one savoury option and one sweet option) but the service was maybe the best I have encountered in london. A special shout out to Stephane who...
"
Scarlett Green,"The atmosphere is amazing - very trendy decor and artwork. The food is really delicious, a party of six of us and we all thoroughly enjoyed our meals. We had the bottomless brunch and were never wanting for another bottle of prosecco (usually some places...
"
Scarlett Green,"We spotted this place as we walked around Soho and decided on it to enjoy a brunch.

We were so glad we did, because this was one of the best brunches we've had in a while! I oped for the Fancy Bacon Roll and my...
"
Scarlett Green,"Service was lovely, very friendly and really helpful. The food was rather expensive, as someone who’s not from London, however they have a 50% Eat out to help out still running so it seemed very well priced in the eat. The food was fresh, tasty...
"
Scarlett Green,"Amazing ! Stephan was our original waiter he was from France. He was sooo friendly funny helpful, everything you could hope for in a host. upon ordering online everything was simple, Jack the waiter upon arrival was nothing if not professional. i admit that it...
"
Scarlett Green,"Came for brunch with mates, menu was beautifully designed with wonderful options of traditional breakfast items with a great twist and great lunch menu. The cauliflower « wings » were amazing and my shakshuka was sublime. Fresh spring onion on top elevated the sweet roasted peppers. The...
"
Scarlett Green,"Went here with a friend and was so impressed with the quality of food and presentation. Everything was delicious and I especially enjoyed the salmon royale with charcol sourdough. It was actually too much food for me and my friend despite us both skipping breakfast...
"
Scarlett Green,"Awesome place, awesome food, awesome service. The place is not only located right next to Oxford Circus, it also serves really nice quality food for a reasonable price. On top of that, Stephan, the waiter, made us feel welcomed as ever. I'll come back as...
"
Scarlett Green,"Had the best time celebrating my sisters birthday. Stefan was incredibly accommodating and even asked the kitchen to cater for my many allergies which was so so so lovely. It made for a really special day. 
Thank you so much 💕💕💕
"
Scarlett Green,"Have had brunch here twice and it’s been superb both times. The bottomless brunch is great value and fun and the food is amazing especially the bacon roll and the pancakes. Very friendly staff too. Definitely going to return.
"
Scarlett Green,"Great craft beer and cider, followed by fantastic food for three vegans (shared vegan platter
For 2, and cauliflower) and two meat eaters (steaks) . Every item on Vegan platter  was great and together the best plate of vegan food ever. Best aubergine ever. Great...
"
Scarlett Green,"We came here for brunch rather than having breakfast in our hotel and I'm so glad we did. The service was so warm and welcoming. Their version of a bacon sandwich was absolutely unreal! I'm super fussy, and everything was cooked so perfectly; eggs with...
"
Scarlett Green,"A really fantastic meal and great value for money. We came for the bottomless brunch and it was two massive courses with flowing mimosas. Both Stephan and Salza were lovely hosts and looked after us the whole time.
"
Andy's Greek Taverna,"Really friendly welcome and the owner went out of his way to ensure we we comfortable and had exactly what we needed whilst dining. The starters and home made bread were addictive and tasty. The mains chicken souvlaki I had was far better than I've...
"
Andy's Greek Taverna,"Used to be very good but unfortunately standards have dropped since we last visited back in 2019 . Rubbery calamari, moussaka was like Shepherds pie  - lots of mash ,  very little aubergine , courgettes, or béchamel  sauce . Salad very poor . No condiments...
"
Andy's Greek Taverna,"Hidden gem! If you fancy some greek cuisine this is the place to go when in Camden! There is outside eating area as well. 
The stuffed vine leaves reminded me of my childhood ! We had a very good recommendation of wine. My partner was...
"
Andy's Greek Taverna,"Found Andy's by looking on line and what a wonderful place it turned out to be.  Camden is not a usual haunt, more an SW1 sort of lady, but wanted authentic Greek meal.  We were not disappointed.  The staff were fantastic and catered for our...
"
Andy's Greek Taverna,"Really enjoyed our meal here. Starters were excellent and the wine good too. Staff and owner are really nice, however the highlight here is the kleftiko! We both had this and brought memories of holidays to Greece back to us. The lamb was wonderfully cooked...
"
Andy's Greek Taverna,"The restaurant is unassuming and just off Camden High Street. I'll be honest if I'd not researched it beforehand and read the amazing reviews I probably wouldn't have noticed it! I am glad we did though. The menu included some combo deals where you get...
"
Andy's Greek Taverna,"What a true taste of Greece Andy’s is. The food was sooo good and the atmosphere of this family run taverna was also great.

We would highly recommend the Mixed Grill, Fried Halloumi and the Stuffed Peppers. 

We’ll be back for sure!
"
Andy's Greek Taverna,"This is a great place to visit. I loved how Andy and his wife look after the customers, nothing is too much for them, you can see how much they want to please the customer.
Food is extremely  authentic and very reasonably priced for London....
"
Andy's Greek Taverna,"The food was absolutely lovely and the Meze highly recommended but the service is just as important and doesn't disappoint. Very personal service and keen to stress that they will adjust anything to suit although everything was great as it was. Will definitely be back!
"
Andy's Greek Taverna,"We visited the restaurant today for lunch. Due to a mistake with the internet booking, the restaurant was not ready  when we arrived, but we were met by the manager who apologised profusely and offered us to come again in  an hour .  When we...
"
Andy's Greek Taverna,"Love this place!! Food always on point, love the meze. 
Service always very good and accommodating. Sunday 18th kleftiko was so soft and tender absolutely delicious meat fell off the bone just perfect. The wine i had with todays meal was sauvignon blanc lycos winery,...
"
Andy's Greek Taverna,"A lovely, family-run restaurant with staff that want to go the extra mile to provide a fantastic Greek experience. Myself and my girlfriend enjoyed the sharing experience for two, which allowed us to get a true feel for all that Greek cuisine has to offer....
"
Andy's Greek Taverna,"Excellent food, people, service. Massive portions, very affordable. Both veggie (veggie moussaka! Plus most mezze are veggie) and meat (braised lamb!) options are amazing, lots of wine options, and the most lovely warm Greek family atmosphere making you feel at home at all times. We...
"
Andy's Greek Taverna,"I would never get tired of recommending this place to all of my friends. We had an amazing lunchtime with all of our friends that were visiting from Spain and the food was excellent (as every single time!). The staff couldn't be more friendly, even...
"
Andy's Greek Taverna,"We've been regulars at Andy's Taverna for a couple of years and this is probably the best Greek flavours you'll find in London. The food is amazing, tasty, fresh and always comes in generous portions. The moussaka is the best moussaka, we've ever tried (and...
"
Scarlett Green,"I went there for a bottomless brunch with a few friends.The food was amazing. I loved the Fancy bacon roll! And all the sweet options were really nice. They leave the prosseco  and the orange juice on the table to make as many mimosas as...
"
Scarlett Green,"they found a table for us even without reservation. they all were very friendly, especially stefan, who made us get a whole new salmon filet because we forgot to say we wanted it well done. food was so f****** delicious.
"
Scarlett Green,"Hello,
Thank you for your comments. Guest satisfaction is our primary goal.  Enjoy. Your stay in London, and have a safe journey back to Switzerland Greman part.

Stephane
Customer Success Manager
Scarlett Green restaurant,
London, UK
"
Scarlett Green,"First time visit. Very spacious and nice looking place. Pretty big which takes a little bit away the cosy feeling of a café but it is very pretty and great for a meal with friends and clients.
Service is very slow. Took a very long...
"
Scarlett Green,"I was excited to visit Scarlett Greens, the menu and reviews looked good. The plan was to have a leisurely afternoon eating and drinking. It was a quiet part of the week and day and there was ample staff for the five occupied tables. However...
"
Scarlett Green,"On behalf of Scarlett Green General Manager.


Good evening, 

Thank you for writing a comment about your experience at Scarlett Green. We are sorry if we couldn’t give the service you were expected during your visit today.
 Our weekends are hectic and immensely very busy...
"
Scarlett Green,"For a girly catch up or just a bit of fun with your beloved, Scarlet Green is more than you’d expect. The food is fresh, delicious and generous without being over bearing or lacking in quality. The bubbles are crisp, cool and free flowing. I...
"
Scarlett Green,"Hello,
3 sentences to resume. your feedback :

You are happy
We are happy
Job well done

Thank you


Stephane
Customer Success Manager,
Scarlett Green restaurant
London, UK
"
Scarlett Green,"When a restaurant is on spot number 1 for some time, you expect it to be spotless. To start with, we had read a review of a previous  guest complaining about the toilets. Well, the seat covers were still missing, what does this say??? This...
"
Scarlett Green,"Dear around the world,

 Thank you for visiting Scarlett Green. We are very sorry for the negative experience you encountered with our toilets.

We have now dealt with this urgent matter 3 days ago.  I can inform you we changed toilet seats on every cubicle...
"
Scarlett Green,"Would really recommend checking out this place. The food was unbelievable!!! Our waitress, Salsa Jesus, was very friendly and super helpful. We opted for the Scarlett nights menu where you get the BBQ board (meat or vegan) plus 1 side per person PLUS a pornstar...
"
Scarlett Green,"Had a terrific time at Scarlett Green, celebrating a birthday. Atmosphere was lovely, laid-back but chic, food was delicious and arrived promptly, and Stephane was just the host with the most! It was lovely being able to choose from either the brunch or the lunch...
"
Scarlett Green,"We dont know what happened but it all got wrong since the begining. It was our anniversary and we booked a table of two. We arrived on time and were given menus. We both went for the mixed platter. Ten minutes after we ordered we...
"
Scarlett Green,"Hello there. We are sorry about your bad experience with us. Can you send an email to soho@daisygreenfood.com `(To  Amy, General Manager,   and we will get back to you as soon as possible. Thanks a lot, and once please accept our. apologies
"
Scarlett Green,"Me and friend went to Scarlett green with the intention of spoiling ourselves to a nice brunch on a Sunday, unfortunately we did not feel spoilt but more hard done by, as if we just wasted our money.
The waiter who took our order seem...
"
Scarlett Green,"I've been back to my favourite restaurant twice in one week now with family & friends the whole experience is greater than 10 out of 10. I had the Gazpacho soup, flavor some Swordfish with mango, red velvet cheesecake on visit one (Friday 21st May)....
"
Scarlett Green,"Two of us went for an early mid week evening meal and it was really quiet. We shared the vegan sharing platter which was awesome. We both eat a lot of vegetables but have never eaten some of them done this way. We then had...
"
Scarlett Green,"Travelled to London as a surprise for my wife's birthday. On the birthday day I had pre booked the Scarlett Green as the food looked amazing and since I make my own bread the charcoal sourdough really appealed. We were not disappointed and our host...
"
Scarlett Green,"We booked a bottomless brunch. This lasts 90 minutes and the bottle of fizz is left on the table which is great. You can select any two dishes off the main menu without restriction. We managed two bottles of fizz and turned the second one...
"
Scarlett Green,"It's sad that despite eating good food I would only rate this place a generous 3 because of the woeful service. We were ignored on walking in, ignored having been seated and when I said something there was a very defensive response. Spending your hard...
"
Andy's Greek Taverna,"From the first minute Andy’s Tavern and his stuff gave us a very welcoming feeling. We didn‘t have a reservation but for them it wasn‘t an issue to find a table for three immediately. We had some really tasty starters with a touch of greek...
"
Andy's Greek Taverna,"I really recommend this restaurant to anyone who wants to taste authentic and fresh Greek food. Everything we had was excellent, from the starters to the dessert and the friendly staff made the whole experience even better. We were a group of friends and we...
"
Andy's Greek Taverna,"We booked this last night and when we arrived from the very beginning we had an amazing greeting. The food and the service was amazing and you never felt anything was too much of  bother. Will definitely bring friends back. Thanks so much. You made...
"
Andy's Greek Taverna,"This place doesn’t appear like much from the outside but the food and atmosphere is amazing! I came here with a party of 7 for a birthday and generally anxious about my food choices and option being a vegan in a Greek restaurant but the...
"
Andy's Greek Taverna,"This is the second  time i have reviewed as we visit regularly ,  had a great meal  as always  with Andy's  back in full swing   , this is  great for Petros and Georgina  (the owners) who you will find nothing is too much trouble and...
"
Andy's Greek Taverna,"We went for dinner at Andy’s and couldn’t be more impressed our experience! Their menu is extensive and has a huge variety of traditional Greek foods To please everyone. Service was very prompt and the dishes were all so tasty- couldn’t have hoped for anything...
"
Andy's Greek Taverna,"My son had the stifado, my wife had the kleftico and I shared the meat platter with my daughter. They were all excellent. Stifado is my favourite. This restaurant is an absolute gem. Nothing is too difficult for them. Thanks for another great meal guys!!
"
Andy's Greek Taverna,"The food was unbelievable, but what made it special was the attention of the staff, particularly the owners. They made you feel like you were in their home in the best possible way. Kind, generous and incredible cooks. Thank you so much
"
Andy's Greek Taverna,"I would say the foods are genuinely made and the taste is just fantastic... I've ordered some takeaway, foods were well packed and arrived warm &fresh, and I really enjoyed it. I would come back a lot for sure!
"
Andy's Greek Taverna,"We visited here on a Sunday evening - we’d seen the excellent reviews and thought we couldn’t have a trip to london without visiting!
We were not let down, the staff were so friendly and attentive and the food was one of the best meals...
"
Andy's Greek Taverna,"I've been visiting Andy's with friends and my family since 2005. The service, food and overall experience always was and still is amazing!

The meze is a wonderful and authentic spread of tastes from back home, served in good quantities.

No matter what you will...
"
Andy's Greek Taverna,"We booked this place based on its top reviews. So good, that it's the highest rated mezze in London. We visited ok an early Saturday evening. The restaurant decor is simple yet transformational. The themed Greek music complimented this perfectly. Staff were friendly and seated...
"
Andy's Greek Taverna,"Being on a visit to London to see friends, they suggested Andy’s Taverna as one of the best in town. Having been away from Greece, I craved some home cooked Greek dishes, so I was really motivated to have a taste. As it turns out,...
"
Andy's Greek Taverna,"Lovely little restaurant, my husband and I visited while on a trip to London. He had the dolmades to start and I had the spinach parcels, lovely. We both had the Sea Bass with Greek salad and chips. The fish was perfectly cooked no frills,...
"
Andy's Greek Taverna,"We had a fantastic meal here. Great authentic food served by friendly staff in a family style restaurant. The owner came by the table several times to make sure all was ok. My kleftiko (lamb leg) was perfect with the meat falling of the bone....
"
Scarlett Green,"Brilliant bottomless brunch! For £42.5pp you get a main and dessert and bottomless Prosecco (optional with orange juice to turn into a mimosa) for 1.5 hours. Service was really good and kept us topped up with Prosecco when we ran out. I’ve been to one...of the other Daisy Green branches before so knew I was getting good food. The food at Scarlett green was excellent and really tasty as expected! 

Overall Scarlett Green is a really great place to go for brunch/ lunch especially with the bottomless brunch offer. Lovely decor and a fab DJ give this place a really cool vibe.
"
Scarlett Green,"Stopped here for breakfast during our recent london trip. Great food, good atmosphere. The only thing that could have improved it was that the waiter declined to provide a smaller portion of pancakes for my 3 year old (or more, they could do a smaller...portion but would have to charge full price because of “the till”). At nearly £12 this felt a bit steep. However we fed this back to another waiter (who was asking if we could write a review) who said they were keen to cater to families and would suggest this to his manager.  The food when it came was the best we’ve had (though not cheap).
"
